Aired,Aired
1987-12-31,12/31/1987
1984-08-04,8/4/1984
1905-06-18,6/18/1905
1984-10-11,10/11/1984
2010-07-30,7/30/2010
1982-10-30,10/30/1982
2005-10-06,10/6/2005
1981-08-09,8/9/1981
2010-06-25,6/25/2010
2008-08-01,8/1/2008
2007-06-01,6/1/2007
2010-04-14,4/14/2010
2010-03-26,3/26/2010
2010-07-06,7/6/2010
2008-04-01,4/1/2008
1905-06-28,6/28/1905
2011-04-15,4/15/2011
2009-12-25,12/25/2009
2010-01-03,1/3/2010
2010-06-25,6/25/2010
2010-03-17,3/17/2010
1991-07-25,7/25/1991
2007-04-21,4/21/2007
1996-06-07,6/7/1996
1969-04-01,4/1/1969
1905-06-10,6/10/1905
2010-07-23,7/23/2010
2010-04-19,4/19/2010
2010-04-19,4/19/2010
2010-04-24,4/24/2010
2010-06-25,6/25/2010
2010-07-09,7/9/2010
2009-06-01,6/1/2009
2010-04-05,4/5/2010
1966-04-05,4/5/1966
1905-05-17,5/17/1905
1999-07-30,7/30/1999
2010-11-27,11/27/2010
2002-08-02,8/2/2002
2010-04-21,4/21/2010
1997-03-31,3/31/1997
2005-07-18,7/18/2005
1985-02-03,2/3/1985
2010-07-04,7/4/2010
2010-07-02,7/2/2010
1985-03-20,3/20/1985
1986-08-22,8/22/1986
1988-06-01,6/1/1988
1989-02-01,2/1/1989
1974-12-04,12/4/1974
1905-06-26,6/26/1905
1972-10-07,10/7/1972
2005-04-22,4/22/2005
1905-06-27,6/27/1905
1983-12-01,12/1/1983
1994-02-01,2/1/1994
2004-05-01,5/1/2004
2003-12-03,12/3/2003
2009-07-24,7/24/2009
2010-03-01,3/1/2010
1977-07-17,7/17/1977
2008-08-01,8/1/2008
2010-04-13,4/13/2010
1905-07-01,7/1/1905
2004-06-01,6/1/2004
1987-06-01,6/1/1987
1988-12-02,12/2/1988
1966-02-11,2/11/1966
2010-02-01,2/1/2010
1992-07-05,7/5/1992
2007-06-01,6/1/2007
2010-10-08,10/8/2010
2010-04-23,4/23/2010
1981-02-01,2/1/1981
1984-04-07,4/7/1984
1984-10-05,10/5/1984
1975-10-06,10/6/1975
1982-12-05,12/5/1982
2010-04-01,4/1/2010
2009-04-01,4/1/2009
1992-07-01,7/1/1992
1905-06-30,6/30/1905
1905-06-23,6/23/1905
1996-12-01,12/1/1996
1991-11-17,11/17/1991
2009-12-22,12/22/2009
1998-08-07,8/7/1998
1974-10-05,10/5/1974
1996-04-03,4/3/1996
1998-04-28,4/28/1998
1997-01-01,1/1/1997
2010-07-30,7/30/2010
2010-10-03,10/3/2010
2002-04-04,4/4/2002
2006-12-03,12/3/2006
1960-01-15,1/15/1960
1979-01-04,1/4/1979
1970-10-06,10/6/1970
2009-08-01,8/1/2009
1979-05-19,5/19/1979
1970-10-04,10/4/1970
2010-05-09,5/9/2010
2010-10-02,10/2/2010
1984-01-07,1/7/1984
2010-06-23,6/23/2010
1998-04-06,4/6/1998
1905-06-30,6/30/1905
1991-04-11,4/11/1991
1992-10-03,10/3/1992
2009-05-01,5/1/2009
2001-08-10,8/10/2001
2010-05-18,5/18/2010
2011-01-11,1/11/2011
1993-12-03,12/3/1993
1992-12-11,12/11/1992
1984-10-05,10/5/1984
1991-11-21,11/21/1991
2011-03-12,3/12/2011
2010-10-04,10/4/2010
1993-03-26,3/26/1993
2010-11-17,11/17/2010
1965-04-04,4/4/1965
2002-05-12,5/12/2002
2012-07-16,7/16/2012
1986-09-05,9/5/1986
1999-01-05,1/5/1999
1999-05-04,5/4/1999
2010-07-30,7/30/2010
1988-08-07,8/7/1988
1966-10-06,10/6/1966
1987-05-21,5/21/1987
1969-01-13,1/13/1969
2006-10-07,10/7/2006
2008-09-26,9/26/2008
2010-03-25,3/25/2010
2011-07-16,7/16/2011
2012-01-08,1/8/2012
2010-09-17,9/17/2010
1992-07-21,7/21/1992
1999-08-06,8/6/1999
2008-04-03,4/3/2008
2010-05-09,5/9/2010
2005-11-25,11/25/2005
2010-10-03,10/3/2010
2009-10-31,10/31/2009
2008-01-01,1/1/2008
2010-10-08,10/8/2010
2009-12-23,12/23/2009
2003-03-01,3/1/2003
2010-07-17,7/17/2010
2010-10-07,10/7/2010
1983-05-04,5/4/1983
2010-06-11,6/11/2010
2002-04-07,4/7/2002
2010-06-02,6/2/2010
2010-05-17,5/17/2010
2010-05-14,5/14/2010
2010-08-05,8/5/2010
2010-07-06,7/6/2010
2009-06-26,6/26/2009
2010-07-06,7/6/2010
2004-03-24,3/24/2004
2004-12-01,12/1/2004
1990-02-05,2/5/1990
2008-10-05,10/5/2008
1985-08-03,8/3/1985
2010-08-20,8/20/2010
2011-02-23,2/23/2011
2010-06-11,6/11/2010
1999-03-25,3/25/1999
2011-11-23,11/23/2011
1905-06-26,6/26/1905
2011-10-01,10/1/2011
2010-07-06,7/6/2010
2010-03-26,3/26/2010
2010-09-23,9/23/2010
2010-06-26,6/26/2010
2010-07-10,7/10/2010
2010-07-16,7/16/2010
2010-08-27,8/27/2010
2010-07-03,7/3/2010
2010-08-16,8/16/2010
1991-01-28,1/28/1991
2010-04-07,4/7/2010
1990-10-19,10/19/1990
2010-12-23,12/23/2010
2009-08-26,8/26/2009
2010-08-15,8/15/2010
2011-01-07,1/7/2011
1990-10-01,10/1/1990
1905-06-11,6/11/1905
2010-09-26,9/26/2010
2008-11-29,11/29/2008
2010-09-06,9/6/2010
2006-11-01,11/1/2006
1990-10-06,10/6/1990
2010-12-22,12/22/2010
2010-07-24,7/24/2010
2010-10-04,10/4/2010
2005-08-04,8/4/2005
2010-10-04,10/4/2010
1992-07-11,7/11/1992
1993-07-24,7/24/1993
1991-03-16,3/16/1991
2011-03-25,3/25/2011
2010-02-26,2/26/2010
1987-10-19,10/19/1987
1993-03-13,3/13/1993
2009-11-22,11/22/2009
1997-12-12,12/12/1997
2010-09-23,9/23/2010
2011-06-11,6/11/2011
1992-04-06,4/6/1992
2010-10-23,10/23/2010
2010-09-22,9/22/2010
2010-12-22,12/22/2010
2010-04-16,4/16/2010
2011-02-23,2/23/2011
2011-07-02,7/2/2011
2010-10-27,10/27/2010
1999-08-21,8/21/1999
2010-12-09,12/9/2010
1970-03-21,3/21/1970
1971-03-17,3/17/1971
1970-08-01,8/1/1970
1970-12-19,12/19/1970
2010-09-22,9/22/2010
2004-06-25,6/25/2004
1970-07-19,7/19/1970
1990-01-09,1/9/1990
1990-04-25,4/25/1990
2010-10-06,10/6/2010
2007-03-14,3/14/2007
2010-11-17,11/17/2010
2010-10-20,10/20/2010
2010-07-30,7/30/2010
2010-10-16,10/16/2010
2010-07-16,7/16/2010
2010-07-07,7/7/2010
1992-03-21,3/21/1992
2009-12-31,12/31/2009
2010-10-27,10/27/2010
2001-12-22,12/22/2001
1963-12-21,12/21/1963
2010-05-28,5/28/2010
1987-12-01,12/1/1987
2010-10-02,10/2/2010
1983-09-16,9/16/1983
1983-12-18,12/18/1983
1984-09-05,9/5/1984
2010-09-25,9/25/2010
2011-04-06,4/6/2011
2008-06-02,6/2/2008
2007-06-25,6/25/2007
2016-01-08,1/8/2016
1980-03-15,3/15/1980
2004-06-16,6/16/2004
1977-03-01,3/1/1977
2010-08-21,8/21/2010
1970-04-03,4/3/1970
2010-06-18,6/18/2010
2010-10-30,10/30/2010
2011-04-03,4/3/2011
2010-07-06,7/6/2010
1989-07-22,7/22/1989
1989-07-22,7/22/1989
1983-04-29,4/29/1983
2002-04-26,4/26/2002
2010-10-29,10/29/2010
2010-09-24,9/24/2010
2010-09-24,9/24/2010
2010-10-22,10/22/2010
2010-10-29,10/29/2010
2011-01-14,1/14/2011
2001-10-26,10/26/2001
2001-07-27,7/27/2001
1905-06-14,6/14/1905
2010-11-26,11/26/2010
1987-01-14,1/14/1987
2001-07-27,7/27/2001
2010-09-17,9/17/2010
2010-09-10,9/10/2010
2010-09-24,9/24/2010
2011-01-11,1/11/2011
2011-01-07,1/7/2011
2011-01-28,1/28/2011
2010-11-27,11/27/2010
2010-09-03,9/3/2010
2010-11-25,11/25/2010
2010-11-26,11/26/2010
1991-10-21,10/21/1991
2010-12-18,12/18/2010
2010-12-18,12/18/2010
2000-06-09,6/9/2000
1985-11-21,11/21/1985
1991-02-01,2/1/1991
1999-08-06,8/6/1999
2010-08-13,8/13/2010
2010-09-12,9/12/2010
2011-02-23,2/23/2011
1992-12-19,12/19/1992
1991-04-12,4/12/1991
2008-06-12,6/12/2008
2001-04-27,4/27/2001
2010-10-28,10/28/2010
2010-08-25,8/25/2010
1986-01-21,1/21/1986
1905-06-23,6/23/1905
2010-11-25,11/25/2010
2007-11-11,11/11/2007
2011-05-11,5/11/2011
2011-01-08,1/8/2011
2010-10-08,10/8/2010
2010-08-09,8/9/2010
1995-11-22,11/22/1995
2011-04-15,4/15/2011
1991-10-19,10/19/1991
1982-12-18,12/18/1982
1984-10-28,10/28/1984
1985-02-25,2/25/1985
1985-09-25,9/25/1985
1998-03-21,3/21/1998
1967-03-19,3/19/1967
2011-01-27,1/27/2011
2010-10-04,10/4/2010
2011-02-23,2/23/2011
1989-08-05,8/5/1989
1990-10-05,10/5/1990
1992-12-11,12/11/1992
1905-06-03,6/3/1905
1905-06-07,6/7/1905
1905-06-22,6/22/1905
1905-07-02,7/2/1905
1998-05-18,5/18/1998
2006-10-07,10/7/2006
2001-11-22,11/22/2001
2011-02-25,2/25/2011
2010-11-26,11/26/2010
1966-04-23,4/23/1966
2010-10-03,10/3/2010
2010-10-15,10/15/2010
2006-01-12,1/12/2006
1997-07-26,7/26/1997
2008-04-17,4/17/2008
2000-07-29,7/29/2000
1997-07-05,7/5/1997
1998-11-21,11/21/1998
2010-10-30,10/30/2010
2010-11-19,11/19/2010
2011-02-23,2/23/2011
2013-10-02,10/2/2013
2004-12-24,12/24/2004
2010-12-03,12/3/2010
2019-06-29,6/29/2019
1986-11-25,11/25/1986
2011-04-08,4/8/2011
2005-11-02,11/2/2005
2001-08-18,8/18/2001
1986-07-19,7/19/1986
1992-03-13,3/13/1992
1989-12-01,12/1/1989
1998-11-28,11/28/1998
2005-07-28,7/28/2005
2010-06-01,6/1/2010
1999-08-27,8/27/1999
1999-07-30,7/30/1999
2010-08-27,8/27/2010
2000-05-05,5/5/2000
1905-06-09,6/9/1905
2011-01-09,1/9/2011
2011-01-09,1/9/2011
2011-04-26,4/26/2011
2010-10-24,10/24/2010
2001-04-10,4/10/2001
1973-10-01,10/1/1973
1941-01-01,1/1/1941
1974-06-24,6/24/1974
2012-02-15,2/15/2012
2010-05-11,5/11/2010
1992-12-17,12/17/1992
2004-11-03,11/3/2004
1989-08-27,8/27/1989
2007-10-07,10/7/2007
1985-03-16,3/16/1985
2010-10-11,10/11/2010
2011-01-08,1/8/2011
1996-01-08,1/8/1996
1987-08-14,8/14/1987
2012-09-15,9/15/2012
2010-10-29,10/29/2010
1988-07-21,7/21/1988
1979-03-17,3/17/1979
1996-08-21,8/21/1996
1996-08-21,8/21/1996
2010-07-09,7/9/2010
2010-10-04,10/4/2010
2010-10-04,10/4/2010
2010-10-23,10/23/2010
2010-08-21,8/21/2010
2003-12-21,12/21/2003
1980-02-03,2/3/1980
2010-12-22,12/22/2010
1993-03-13,3/13/1993
2011-01-09,1/9/2011
2010-11-19,11/19/2010
2008-08-22,8/22/2008
2010-03-25,3/25/2010
2010-12-11,12/11/2010
2010-11-19,11/19/2010
2010-11-22,11/22/2010
1988-09-01,9/1/1988
2010-12-18,12/18/2010
2011-02-23,2/23/2011
1964-03-08,3/8/1964
2011-12-03,12/3/2011
2011-06-15,6/15/2011
2011-04-07,4/7/2011
2010-11-05,11/5/2010
2010-10-05,10/5/2010
2010-10-06,10/6/2010
2011-05-27,5/27/2011
1990-01-26,1/26/1990
1990-04-27,4/27/1990
2010-11-10,11/10/2010
2011-01-12,1/12/2011
2010-10-01,10/1/2010
1989-10-27,10/27/1989
2010-09-29,9/29/2010
2010-12-22,12/22/2010
2010-09-17,9/17/2010
2010-09-17,9/17/2010
2010-10-14,10/14/2010
1989-01-10,1/10/1989
2011-04-25,4/25/2011
2010-02-26,2/26/2010
2009-09-25,9/25/2009
2011-04-08,4/8/2011
1997-03-26,3/26/1997
2011-01-14,1/14/2011
2010-12-22,12/22/2010
2010-10-03,10/3/2010
2011-01-22,1/22/2011
2010-09-28,9/28/2010
1905-06-28,6/28/1905
1905-07-01,7/1/1905
2011-03-16,3/16/2011
2010-12-15,12/15/2010
2011-04-11,4/11/2011
2011-06-03,6/3/2011
2011-03-29,3/29/2011
2010-12-24,12/24/2010
2011-06-04,6/4/2011
1988-12-16,12/16/1988
1998-05-16,5/16/1998
2011-07-09,7/9/2011
2012-03-17,3/17/2012
2011-01-28,1/28/2011
2011-01-07,1/7/2011
1992-08-05,8/5/1992
2011-05-07,5/7/2011
2012-02-29,2/29/2012
1993-12-13,12/13/1993
1905-06-27,6/27/1905
1988-03-12,3/12/1988
2011-03-26,3/26/2011
2011-04-08,4/8/2011
2001-03-05,3/5/2001
2011-01-28,1/28/2011
1977-04-12,4/12/1977
2011-01-22,1/22/2011
2005-07-29,7/29/2005
2006-07-28,7/28/2006
2007-12-22,12/22/2007
2011-06-25,6/25/2011
1990-11-23,11/23/1990
2011-04-13,4/13/2011
2010-08-23,8/23/2010
2003-12-06,12/6/2003
2010-11-13,11/13/2010
2010-11-24,11/24/2010
2010-11-20,11/20/2010
2010-11-26,11/26/2010
1905-06-20,6/20/1905
2007-02-14,2/14/2007
1996-08-05,8/5/1996
2000-02-06,2/6/2000
1998-10-10,10/10/1998
1995-04-26,4/26/1995
2001-12-15,12/15/2001
2004-06-24,6/24/2004
2009-07-24,7/24/2009
2006-04-01,4/1/2006
1905-06-28,6/28/1905
1996-08-09,8/9/1996
1990-05-25,5/25/1990
1986-03-21,3/21/1986
1905-06-22,6/22/1905
1987-12-21,12/21/1987
2011-01-11,1/11/2011
1993-10-25,10/25/1993
2007-12-17,12/17/2007
2010-11-16,11/16/2010
2010-11-17,11/17/2010
1958-03-01,3/1/1958
1905-06-09,6/9/1905
2011-02-11,2/11/2011
1977-10-05,10/5/1977
1996-12-30,12/30/1996
1997-07-05,7/5/1997
2010-11-05,11/5/2010
1992-08-08,8/8/1992
2011-04-07,4/7/2011
2010-05-25,5/25/2010
1984-03-17,3/17/1984
1905-06-09,6/9/1905
2010-02-27,2/27/2010
2008-12-29,12/29/2008
2010-11-20,11/20/2010
1997-09-12,9/12/1997
1991-05-21,5/21/1991
1988-03-12,3/12/1988
1977-10-04,10/4/1977
1991-04-12,4/12/1991
1988-02-13,2/13/1988
1966-02-05,2/5/1966
1989-04-09,4/9/1989
1988-12-18,12/18/1988
1990-08-05,8/5/1990
2011-05-03,5/3/2011
2010-12-17,12/17/2010
2011-02-06,2/6/2011
1905-05-23,5/23/1905
2000-10-02,10/2/2000
1905-06-30,6/30/1905
1905-06-22,6/22/1905
2011-01-21,1/21/2011
1983-01-10,1/10/1983
1980-06-04,6/4/1980
2010-08-13,8/13/2010
2009-11-11,11/11/2009
2011-02-01,2/1/2011
1973-10-07,10/7/1973
2011-07-16,7/16/2011
2011-04-17,4/17/2011
2011-04-04,4/4/2011
2011-03-30,3/30/2011
2011-04-29,4/29/2011
2011-04-09,4/9/2011
2010-12-22,12/22/2010
1999-07-27,7/27/1999
2011-07-09,7/9/2011
2011-03-03,3/3/2011
2011-10-05,10/5/2011
2011-07-04,7/4/2011
2011-02-18,2/18/2011
2011-02-20,2/20/2011
2011-04-03,4/3/2011
2011-02-01,2/1/2011
2010-12-28,12/28/2010
1999-10-08,10/8/1999
2001-08-06,8/6/2001
1905-06-29,6/29/1905
1905-06-08,6/8/1905
1905-06-03,6/3/1905
2005-07-28,7/28/2005
1905-06-29,6/29/1905
1905-06-27,6/27/1905
1905-06-16,6/16/1905
2011-08-27,8/27/2011
1994-07-21,7/21/1994
2011-04-16,4/16/2011
1991-12-30,12/30/1991
2005-02-25,2/25/2005
2011-02-25,2/25/2011
2011-04-04,4/4/2011
2011-02-25,2/25/2011
1983-07-09,7/9/1983
2010-01-29,1/29/2010
1905-07-02,7/2/1905
1976-10-01,10/1/1976
2011-03-19,3/19/2011
2011-10-02,10/2/2011
2011-04-15,4/15/2011
2012-07-30,7/30/2012
2011-04-15,4/15/2011
2011-09-24,9/24/2011
1981-08-23,8/23/1981
1991-02-22,2/22/1991
2011-04-07,4/7/2011
1985-10-21,10/21/1985
2011-03-19,3/19/2011
1988-12-27,12/27/1988
1905-06-30,6/30/1905
2007-03-31,3/31/2007
2011-08-14,8/14/2011
2011-01-29,1/29/2011
2011-04-04,4/4/2011
2011-04-11,4/11/2011
2011-03-05,3/5/2011
2010-11-11,11/11/2010
2011-02-22,2/22/2011
2011-07-16,7/16/2011
2011-10-01,10/1/2011
2011-04-03,4/3/2011
2001-10-24,10/24/2001
1989-12-29,12/29/1989
1990-03-10,3/10/1990
2011-03-11,3/11/2011
1987-04-29,4/29/1987
1989-09-22,9/22/1989
2008-03-26,3/26/2008
2011-07-03,7/3/2011
2010-11-26,11/26/2010
1905-06-18,6/18/1905
1993-07-17,7/17/1993
1991-07-20,7/20/1991
1995-07-29,7/29/1995
1992-03-14,3/14/1992
1996-07-13,7/13/1996
1990-07-07,7/7/1990
2010-12-22,12/22/2010
2011-04-12,4/12/2011
2011-03-19,3/19/2011
2011-01-01,1/1/2011
2011-03-06,3/6/2011
2000-02-01,2/1/2000
2011-04-11,4/11/2011
2011-04-12,4/12/2011
2011-05-25,5/25/2011
2011-10-02,10/2/2011
2011-03-26,3/26/2011
2011-03-26,3/26/2011
2010-01-29,1/29/2010
2011-03-18,3/18/2011
2010-08-27,8/27/2010
1985-12-10,12/10/1985
2011-02-18,2/18/2011
2010-12-22,12/22/2010
2011-04-08,4/8/2011
2011-07-08,7/8/2011
2003-06-01,6/1/2003
1991-08-25,8/25/1991
2011-03-12,3/12/2011
2011-12-17,12/17/2011
2011-04-16,4/16/2011
2010-07-24,7/24/2010
2011-04-15,4/15/2011
2010-09-11,9/11/2010
2008-07-01,7/1/2008
1978-05-06,5/6/1978
1984-04-07,4/7/1984
1986-04-05,4/5/1986
1989-02-04,2/4/1989
2001-03-30,3/30/2001
1905-06-20,6/20/1905
2011-01-05,1/5/2011
2012-07-14,7/14/2012
2011-04-02,4/2/2011
2011-07-03,7/3/2011
2011-07-08,7/8/2011
2011-07-08,7/8/2011
2011-04-15,4/15/2011
2011-04-03,4/3/2011
2011-03-30,3/30/2011
2011-01-12,1/12/2011
2011-01-07,1/7/2011
2010-11-24,11/24/2010
2011-04-08,4/8/2011
1905-06-20,6/20/1905
2011-05-23,5/23/2011
1905-06-24,6/24/1905
2011-07-20,7/20/2011
2011-07-06,7/6/2011
1999-07-31,7/31/1999
1988-07-09,7/9/1988
2010-12-22,12/22/2010
2010-10-21,10/21/2010
1988-03-12,3/12/1988
2006-08-20,8/20/2006
2011-06-10,6/10/2011
1986-10-03,10/3/1986
2011-10-02,10/2/2011
2011-04-08,4/8/2011
2011-07-05,7/5/2011
2012-02-04,2/4/2012
2011-07-13,7/13/2011
1978-07-27,7/27/1978
2011-10-03,10/3/2011
1905-06-02,6/2/1905
2002-08-21,8/21/2002
2011-01-22,1/22/2011
2003-10-01,10/1/2003
1971-10-01,10/1/1971
2004-10-03,10/3/2004
1988-03-12,3/12/1988
1989-05-01,5/1/1989
1983-12-24,12/24/1983
1992-07-23,7/23/1992
2011-01-26,1/26/2011
1987-04-05,4/5/1987
2010-10-01,10/1/2010
2011-04-09,4/9/2011
2012-09-14,9/14/2012
2016-07-08,7/8/2016
2011-10-10,10/10/2011
2011-04-29,4/29/2011
1905-06-24,6/24/1905
1905-06-23,6/23/1905
2006-06-25,6/25/2006
2011-04-06,4/6/2011
2009-12-22,12/22/2009
2011-07-08,7/8/2011
2010-11-26,11/26/2010
1975-01-07,1/7/1975
1982-03-13,3/13/1982
2010-05-21,5/21/2010
2011-06-18,6/18/2011
2011-02-02,2/2/2011
2010-07-24,7/24/2010
2011-10-19,10/19/2011
2011-02-03,2/3/2011
1990-11-01,11/1/1990
2009-10-28,10/28/2009
2011-04-05,4/5/2011
1985-05-08,5/8/1985
1992-04-05,4/5/1992
2011-07-03,7/3/2011
2011-01-21,1/21/2011
2011-04-05,4/5/2011
2011-03-11,3/11/2011
2011-04-22,4/22/2011
2011-02-13,2/13/2011
1997-07-01,7/1/1997
1905-06-19,6/19/1905
2011-10-15,10/15/2011
2011-04-13,4/13/2011
1964-07-26,7/26/1964
2011-04-10,4/10/2011
2011-04-06,4/6/2011
2011-04-04,4/4/2011
2011-04-03,4/3/2011
2011-08-05,8/5/2011
1995-09-25,9/25/1995
1991-04-12,4/12/1991
1905-06-20,6/20/1905
1986-12-05,12/5/1986
2012-07-02,7/2/2012
2011-04-09,4/9/2011
2001-07-30,7/30/2001
2011-02-03,2/3/2011
1991-08-23,8/23/1991
1989-05-21,5/21/1989
2011-04-03,4/3/2011
2011-07-06,7/6/2011
2006-07-21,7/21/2006
1905-06-27,6/27/1905
2011-09-27,9/27/2011
2011-07-05,7/5/2011
2011-04-28,4/28/2011
2009-09-26,9/26/2009
2012-04-21,4/21/2012
2011-01-28,1/28/2011
2010-08-12,8/12/2010
2011-12-16,12/16/2011
2011-10-09,10/9/2011
2011-10-05,10/5/2011
2011-03-26,3/26/2011
2011-03-16,3/16/2011
2011-03-21,3/21/2011
2011-09-17,9/17/2011
2001-04-27,4/27/2001
2012-02-15,2/15/2012
2011-10-08,10/8/2011
2011-05-27,5/27/2011
2011-03-18,3/18/2011
2011-05-27,5/27/2011
2011-02-25,2/25/2011
2011-03-11,3/11/2011
2010-08-29,8/29/2010
1992-02-11,2/11/1992
2009-06-09,6/9/2009
2011-04-03,4/3/2011
2011-02-01,2/1/2011
2012-01-09,1/9/2012
2011-03-06,3/6/2011
2011-10-02,10/2/2011
2011-05-27,5/27/2011
2011-05-27,5/27/2011
2011-04-13,4/13/2011
2011-10-04,10/4/2011
1991-09-27,9/27/1991
2012-10-13,10/13/2012
2011-07-11,7/11/2011
1991-01-24,1/24/1991
2012-01-31,1/31/2012
2009-09-28,9/28/2009
1997-06-01,6/1/1997
2011-03-15,3/15/2011
2011-06-29,6/29/2011
1991-12-01,12/1/1991
2011-04-06,4/6/2011
2011-06-24,6/24/2011
2011-07-08,7/8/2011
2011-07-21,7/21/2011
2011-07-05,7/5/2011
2011-03-25,3/25/2011
2011-03-05,3/5/2011
2011-03-05,3/5/2011
2011-03-05,3/5/2011
2011-03-26,3/26/2011
2011-03-26,3/26/2011
2011-05-04,5/4/2011
1987-04-02,4/2/1987
2009-06-17,6/17/2009
2011-04-23,4/23/2011
2011-03-29,3/29/2011
2011-04-01,4/1/2011
2011-10-01,10/1/2011
2011-04-02,4/2/2011
2006-04-10,4/10/2006
2007-10-06,10/6/2007
2008-04-05,4/5/2008
2010-04-03,4/3/2010
2011-04-16,4/16/2011
2011-04-01,4/1/2011
2011-04-04,4/4/2011
2011-03-05,3/5/2011
2011-04-20,4/20/2011
2011-04-13,4/13/2011
2011-04-13,4/13/2011
2011-04-13,4/13/2011
2011-03-21,3/21/2011
2011-04-29,4/29/2011
2011-06-24,6/24/2011
2008-11-08,11/8/2008
2011-04-15,4/15/2011
2011-04-15,4/15/2011
1977-12-23,12/23/1977
1976-04-02,4/2/1976
1979-09-15,9/15/1979
1990-11-21,11/21/1990
2011-07-02,7/2/2011
2011-06-24,6/24/2011
2011-07-01,7/1/2011
2011-08-26,8/26/2011
2013-12-06,12/6/2013
2011-10-01,10/1/2011
1905-06-14,6/14/1905
2011-09-07,9/7/2011
2008-04-02,4/2/2008
1905-06-26,6/26/1905
2004-12-22,12/22/2004
2011-10-07,10/7/2011
2011-07-30,7/30/2011
2011-06-24,6/24/2011
2011-11-19,11/19/2011
1905-06-10,6/10/1905
2011-08-26,8/26/2011
2011-05-14,5/14/2011
2009-03-26,3/26/2009
2011-12-21,12/21/2011
1999-10-19,10/19/1999
2011-07-10,7/10/2011
2011-10-09,10/9/2011
2007-10-25,10/25/2007
2000-10-06,10/6/2000
2011-09-03,9/3/2011
2006-01-28,1/28/2006
2010-11-17,11/17/2010
2011-06-06,6/6/2011
2011-04-13,4/13/2011
2012-02-08,2/8/2012
2010-12-21,12/21/2010
2010-03-25,3/25/2010
2011-06-22,6/22/2011
1994-06-10,6/10/1994
1986-07-20,7/20/1986
2010-07-31,7/31/2010
2009-08-19,8/19/2009
2011-12-09,12/9/2011
2011-07-06,7/6/2011
1905-06-25,6/25/1905
2011-04-28,4/28/2011
2012-06-02,6/2/2012
2011-05-27,5/27/2011
2011-07-02,7/2/2011
2011-07-02,7/2/2011
2011-07-30,7/30/2011
2014-06-21,6/21/2014
2011-05-16,5/16/2011
2011-06-13,6/13/2011
2012-01-07,1/7/2012
2011-05-27,5/27/2011
2011-10-24,10/24/2011
2011-07-29,7/29/2011
2011-07-29,7/29/2011
2011-07-29,7/29/2011
1905-06-02,6/2/1905
2011-07-26,7/26/2011
2011-05-30,5/30/2011
2007-04-05,4/5/2007
2008-05-05,5/5/2008
1987-10-13,10/13/1987
2011-06-04,6/4/2011
2011-05-16,5/16/2011
2011-07-16,7/16/2011
2011-08-13,8/13/2011
2011-09-10,9/10/2011
2011-11-05,11/5/2011
2011-11-26,11/26/2011
1905-06-19,6/19/1905
2011-10-07,10/7/2011
2011-05-17,5/17/2011
2011-07-08,7/8/2011
2011-06-16,6/16/2011
2011-08-19,8/19/2011
2011-09-03,9/3/2011
1905-06-28,6/28/1905
2009-09-25,9/25/2009
2011-05-20,5/20/2011
2011-05-25,5/25/2011
2011-04-28,4/28/2011
2011-07-16,7/16/2011
1991-12-04,12/4/1991
2017-05-20,5/20/2017
1905-05-03,5/3/1905
1986-01-26,1/26/1986
1981-05-05,5/5/1981
2017-10-18,10/18/2017
2017-10-20,10/20/2017
2018-03-01,3/1/2018
2018-03-16,3/16/2018
2018-03-20,3/20/2018
1976-07-24,7/24/1976
2011-08-26,8/26/2011
1905-06-24,6/24/1905
2011-04-22,4/22/2011
2011-07-08,7/8/2011
1994-04-04,4/4/1994
2011-05-03,5/3/2011
2011-08-26,8/26/2011
1987-08-07,8/7/1987
2012-04-05,4/5/2012
2011-06-24,6/24/2011
2011-10-14,10/14/2011
2011-12-07,12/7/2011
2011-06-22,6/22/2011
2011-06-06,6/6/2011
2011-10-14,10/14/2011
2011-06-01,6/1/2011
2011-10-05,10/5/2011
2011-08-12,8/12/2011
2011-07-01,7/1/2011
2011-07-29,7/29/2011
2011-09-16,9/16/2011
2011-06-24,6/24/2011
2011-10-09,10/9/2011
2008-03-07,3/7/2008
1905-05-23,5/23/1905
1905-05-20,5/20/1905
1976-10-07,10/7/1976
1992-08-30,8/30/1992
1982-04-24,4/24/1982
2011-10-29,10/29/2011
1993-05-01,5/1/1993
1905-06-15,6/15/1905
1995-08-19,8/19/1995
1995-03-03,3/3/1995
2011-08-26,8/26/2011
2011-09-21,9/21/2011
2011-09-21,9/21/2011
2011-06-29,6/29/2011
2011-06-10,6/10/2011
2011-10-04,10/4/2011
2011-06-10,6/10/2011
2011-07-06,7/6/2011
2011-04-15,4/15/2011
2011-12-11,12/11/2011
1997-06-06,6/6/1997
2010-04-03,4/3/2010
2011-04-02,4/2/2011
2011-06-24,6/24/2011
2010-06-25,6/25/2010
2012-02-22,2/22/2012
2010-08-09,8/9/2010
2007-05-02,5/2/2007
2010-12-21,12/21/2010
2012-04-09,4/9/2012
2010-10-23,10/23/2010
1974-04-02,4/2/1974
1973-03-02,3/2/1973
2011-12-01,12/1/2011
2011-09-22,9/22/2011
2009-08-13,8/13/2009
2011-07-02,7/2/2011
2011-10-26,10/26/2011
2011-09-30,9/30/2011
2011-08-26,8/26/2011
1984-03-17,3/17/1984
